491,8.5,17.062092,162.510088,395,115,3.1,55,101253
492,8.8,18.709216,177.231183,468,97,3.1,310,101254
493,8.9,17.962694,192.072058,518,76,3.1,310,101254
494,9,14.902848,206.42942,388,65,4.6,310,101254
495,8.9,9.837831,219.900693,142,39,3.6,320,101254
496,8.8,3.255836,232.393196,0,0,3.1,330,101253
497,8.5,0,0,0,0,2.6,320,101253
498,8.3,0,0,0,0,1.5,300,101253
499,7.7,0,0,0,0,2.6,290,101253
500,7.5,0,0,0,0,2.6,280,101253
501,7.3,0,0,0,0,4.1,280,101253
502,6.9,0,0,0,0,5.6,12,101253
503,6.6,0,0,0,0,5.6,235,101253
504,6.3,0,0,0,0,5.6,273,101253
505,6,0,0,0,0,5.6,86,101253
506,5.9,0,0,0,0,5.6,230,101253
507,6,0,0,0,0,5.6,289,101253
508,6,0,0,0,0,5.6,9,101253
509,6.1,0,0,0,0,5.6,319,101253
510,6.2,0,0,0,0,2.1,240,101253
511,6.1,0,0,0,0,2.1,340,101253
512,6.2,0.732382,123.04783,55,24,2.1,340,101253
513,6.4,7.648892,135.208251,0,61,2.6,330,101253
514,6.6,13.385592,148.318164,8,103,3.6,330,101253
515,6.8,17.272548,162.397002,19,127,4.6,340,101253
516,6.9,18.935102,177.156104,22,130,4.6,350,101253
517,7,18.197523,192.039049,185,115,3.6,350,101253
518,7,15.139581,206.436407,4,78,4.3,277,101253
519,7,10.070489,219.941255,0,30,5.1,360,101253
520,6.9,3.474512,232.459759,0,0,3.6,10,101253
521,6.8,0,0,0,0,2.1,10,101253
522,6.6,0,0,0,0,2.1,10,101252
523,6.3,0,0,0,0,1,20,101253
524,6.2,0,0,0,0,1.5,330,101253
525,6.2,0,0,0,0,0,99,101253
526,5.7,0,0,0,0,0,94,101253
527,5.1,0,0,0,0,0,96,101253
528,4.6,0,0,0,0,0,164,101253
529,4.1,0,0,0,0,0,64,101253
530,4.1,0,0,0,0,0,257,101253
531,4.1,0,0,0,0,0,158,101253
532,4.2,0,0,0,0,0,147,101253
533,4.4,0,0,0,0,0,205,101253
534,4.7,0,0,0,0,0,103,101253
535,4.5,0,0,0,0,0,353,101253
536,4.9,0.873047,122.867347,13,26,0,91,101253
537,5.3,7.825121,135.04371,204,67,0,176,101253
538,5.8,13.583058,148.175689,301,96,0,161,101253
539,6.3,17.489406,162.28532,336,113,0,288,101253
540,6.7,19.167065,177.083628,483,96,5.7,147,101253
541,6.9,18.43791,192.009803,434,91,5.7,360,101253
542,7,15.381225,206.448075,260,89,5.7,10,101253
543,6.9,10.307413,219.987096,0,31,5.1,350,101253
544,6.7,3.697343,232.531944,0,0,5.7,350,101253
545,6.4,0,0,0,0,3.6,350,101253
546,6,0,0,0,0,2.6,340,101253
547,5.6,0,0,0,0,2.6,330,101253
548,5.3,0,0,0,0,2.6,340,101253
549,5,0,0,0,0,3.1,330,101253
550,4.7,0,0,0,0,3.6,3,101253
551,4.5,0,0,0,0,3.6,10,101253
552,4.4,0,0,0,0,3.6,163,101252
553,2,0,0,0,0,3.6,96,101252
554,1.9,0,0,0,0,3.6,143,101252
555,1.8,0,0,0,0,3.6,42,101252
556,1.8,0,0,0,0,3.6,344,101252
557,1.8,0,0,0,0,3.6,100,101252
558,2,0,0,0,0,2,267,101252
559,2.3,0,0,0,0,1,300,101252
